id;modelo_cadastrado;descritivo;preco;prazo;tpl;descricao_tpl;tensao;acdc;vias;operacao;conexoes;tipo_conexao;mat_corpo;protecao;switch_manual;conexao_eletrica;classe_potencia;classe_bobina;feature;vedacoes;vedacoes_catalogadas;orificio;kv;pmin;pman_ar_gas;pmax_agua;pmax_oleo;temperatura;potencia;construcao
-83200488;SC8320A184 240/60;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/8"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 7 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 6W de potência, tensão de operação de 240/60, construção 1A.
 ";751,42;5;Sem TPL;Sem TPL;240/60;AC;3/2;NA;"1/8""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;2,4;0,10;0;7;7;7;82;6;1A
-83200496;8320A188 120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 120/60, construção 2H.
 ";793,32;15;Sem TPL;Sem TPL;120/60;AC;3/2;NA;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2H
-83200509;8320A184 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 6W de potência, tensão de operação de 24/DC, construção 2G.
 ";780,75;5;Sem TPL;Sem TPL;24/DC;DC;3/2;NA;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;1,6;0,08;0;9;9;9;50;6;2G
-83200510;HC8320A184 125/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 6W de potência, tensão de operação de 125/DC, construção 2G.
 ";780,75;5;Sem TPL;Sem TPL;125/DC;DC;3/2;NA;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;1,6;0,08;0;9;9;9;50;6;2G
-83200521;SC8320A184 220/50;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 6W de potência, tensão de operação de 220/50, construção 2G.
 ";794,72;5;Sem TPL;Sem TPL;220/50;AC;3/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;1,6;0,08;0;9;9;9;82;6;2G
-83200522;SC8320A184 110/50;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 6W de potência, tensão de operação de 110/50, construção 2G.
 ";794,72;5;Sem TPL;Sem TPL;110/50;AC;3/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;1,6;0,08;0;9;9;9;82;6;2G
-83200525;SC8320A184 120/DC;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 50 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 6W de potência, tensão de operação de 120/DC, construção 2G.
 ";833,83;5;Sem TPL;Sem TPL;120/DC;DC;3/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;1,6;0,08;0;9;9;9;50;6;2G
-83200526;SC8320A184 24/DC;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 50 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 6W de potência, tensão de operação de 24/DC, construção 2G.
 ";833,83;15;Sem TPL;Sem TPL;24/DC;DC;3/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;1,6;0,08;0;9;9;9;50;6;2G
-83200532;SC8320A005 220/50,240/60;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 6W de potência, tensão de operação de 220/50,240/60, construção 2G.
 ";988,86;45;Sem TPL;Sem TPL;220/50,240/60;AC;3/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;1,6;0,08;0;9;9;9;82;6;2G
-83200543;8320B176 24/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Uretano, orifício de 0,8 mm, Kv = 0,02, pressão diferencial de operação (ar/gás): 0 à 51 bar; pressão diferencial de operação (água): 0 à 51 bar; pressão diferencial de operação (óleo): 0 à 51 bar;  temperatura máxima de 60 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 16,7W de potência, tensão de operação de 24/60, construção 2B.
 ";1349,21;50;Sem TPL;Sem TPL;24/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Uretano;Uretano;0,8;0,02;0;51;51;51;60;16,7;2B
-83200591;8320A172 120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/8"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 7 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 6W de potência, tensão de operação de 120/60, construção 1A.
 ";846,4;50;Sem TPL;Sem TPL;120/60;AC;3/2;NF;"1/8""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;7;7;7;82;6;1A
-83200598;SC8320A184 24/60;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 6W de potência, tensão de operação de 24/60, construção 2G.
 ";850,59;5;Sem TPL;Sem TPL;24/60;AC;3/2;NA;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;1,6;0,08;0;9;9;9;82;6;2G
-83200601;SC8320B174MO 110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal fechada, com operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 14 bar; pressão diferencial de operação (água): 0 à 15 bar; pressão diferencial de operação (óleo): 0 à 15 bar;  temperatura máxima de 93 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 16,7W de potência, tensão de operação de 110/50,120/60, construção 2C.
 ";1107,58;15;Sem TPL;Sem TPL;110/50,120/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-65;Com operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;1,6;0,08;0;14;15;15;93;16,7;2C
-83200605;8320A185MO 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, com operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,4 bar; pressão diferencial de operação (água): 0 à 4,4 bar; pressão diferencial de operação (óleo): 0 à 4,4 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 24/DC, construção 2A.
 ";782,15;10;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Com operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;4,4;4,4;4,4;50;9;2A
-83200606;8320A185MO 120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, com operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 120/60, construção 2A.
 ";782,15;5;Sem TPL;Sem TPL;120/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Com operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200612;8320A185 24/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 24/60, construção 2A.
 ";1124,34;45;Sem TPL;Sem TPL;24/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200613;HT8320A185 110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 9W de potência, tensão de operação de 110/50,120/60, construção 2A.
 ";1124,34;50;Sem TPL;Sem TPL;110/50,120/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200618;SC8321A001 24/DC;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, universal, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,1 bar; pressão diferencial de operação (água): 0 à 4,1 bar; pressão diferencial de operação (óleo): 0 à 4,1 bar;  temperatura máxima de 65 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 10,5W de potência, tensão de operação de 24/DC, construção 2M.
 ";2870,21;85;Sem TPL;Sem TPL;24/DC;DC;3/2;U;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;2,4;0,10;0;4,1;4,1;4,1;65;10,5;2M
-83200622;HT8320A185 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,4 bar; pressão diferencial de operação (água): 0 à 4,4 bar; pressão diferencial de operação (óleo): 0 à 4,4 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 9W de potência, tensão de operação de 24/DC, construção 2A.
 ";796,12;15;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;2,4;0,10;0;4,4;4,4;4,4;50;9;2A
-83200623;HC8320A185 125/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,4 bar; pressão diferencial de operação (água): 0 à 4,4 bar; pressão diferencial de operação (óleo): 0 à 4,4 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 9W de potência, tensão de operação de 125/DC, construção 2A.
 ";796,12;5;Sem TPL;Sem TPL;125/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;2,4;0,10;0;4,4;4,4;4,4;50;9;2A
-83200634;8320A186 120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 120/60, construção 2A.
 ";906,46;45;Sem TPL;Sem TPL;120/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200636;8320A185MS 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, com operador manual (parafuso), conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,4 bar; pressão diferencial de operação (água): 0 à 4,4 bar; pressão diferencial de operação (óleo): 0 à 4,4 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 24/DC, construção 2A.
 ";768,18;45;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Com operador manual (Parafuso);Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;4,4;4,4;4,4;50;9;2A
-83200637;8320A186 240/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 240/60, construção 2A.
 ";807,29;45;Sem TPL;Sem TPL;240/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200638;8320A185 120/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,4 bar; pressão diferencial de operação (água): 0 à 4,4 bar; pressão diferencial de operação (óleo): 0 à 4,4 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 120/DC, construção 2A.
 ";1181,61;50;Sem TPL;Sem TPL;120/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;4,4;4,4;4,4;50;9;2A
-83200639;8320A185 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,4 bar; pressão diferencial de operação (água): 0 à 4,4 bar; pressão diferencial de operação (óleo): 0 à 4,4 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 24/DC, construção 2A.
 ";1181,61;45;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;4,4;4,4;4,4;50;9;2A
-83200642;8320A184MS 220/50,240/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, com operador manual (parafuso), conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 220/50,240/60, construção 2A.
 ";857,57;45;Sem TPL;Sem TPL;220/50,240/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Com operador manual (Parafuso);Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200644;8320A185 110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 110/50,120/60, construção 2A.
 ";1178,81;55;Sem TPL;Sem TPL;110/50,120/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200653;SCHC8320A184 125/DC;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,4 bar; pressão diferencial de operação (água): 0 à 4,4 bar; pressão diferencial de operação (óleo): 0 à 4,4 bar;  temperatura máxima de 50 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe H (BP), 9W de potência, tensão de operação de 125/DC, construção 2A.
 ";1237,47;55;Sem TPL;Sem TPL;125/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;H;simples;NBR;NBR;2,4;0,10;0;4,4;4,4;4,4;50;9;2A
-83200661;SC8320A186V 110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Viton, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 9W de potência, tensão de operação de 110/50,120/60, construção 2A.
 ";1237,47;55;Sem TPL;Sem TPL;110/50,120/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;Viton;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200673;8320A186 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,4 bar; pressão diferencial de operação (água): 0 à 4,4 bar; pressão diferencial de operação (óleo): 0 à 4,4 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 24/DC, construção 2A.
 ";1164,84;10;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;4,4;4,4;4,4;50;9;2A
-83200674;U8320A186 110/50,120/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Sem proteção, conexão elétrica: Sem conexão elétrica; bobina classe F (BP), 9W de potência, tensão de operação de 110/50,120/60, construção 2A.
 ";1164,84;5;Sem TPL;Sem TPL;110/50,120/60;AC;3/2;NF;"1/4""";NPT;Latão;Sem proteção;Sem operador manual;Sem conexão elétrica;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200676;8320A187 240/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 240/60, construção 2A.
 ";1251,44;5;Sem TPL;Sem TPL;240/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
-83200677;8320A187 120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 120/60, construção 2A.
 ";1164,84;10;Sem TPL;Sem TPL;120/60;AC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;8;8;8;82;9;2A
